Peak	Intensity	UV	Substrate	cma	Aminoacid
1003	269.785309	0h	Olivine	209.5059703	Phe
1003	412.3797	0h	Olivine	219.1491215	Phe
1003	263.877167	0h	Olivine	140.2311811	Phe
1003	215.799896	0h	Olivine	114.6816518	Phe
1003	182.892365	0h	Olivine	97.19371691	Phe
1003	1999.348877	0h	Olivine	969.2494431	Phe
1003	1438.446899	0h	Olivine	697.3340127	Phe
1003	1216.75061	0h	Olivine	589.8594547	Phe
1003	1083.520874	0h	Olivine	525.2718945	Phe
1003	637.325684	0h	Olivine	329.7120697	Phe
1003	447.863678	0h	Olivine	231.6962049	Phe
1003	370.255127	0h	Olivine	191.5463405	Phe
1003	323.352997	0h	Olivine	167.2822315	Phe
1003	752.833374	0h	Olivine	331.0621645	Phe
1003	502.46167	0h	Olivine	220.9598492	Phe
1003	414.221832	0h	Olivine	182.1559767	Phe
1003	364.139648	0h	Olivine	160.132164	Phe
1003	521.333862	0h	Olivine	262.89189	Phe
1003	359.500946	0h	Olivine	181.2846468	Phe
1003	303.804565	0h	Olivine	153.1988558	Phe
1003	277.842285	0h	Olivine	140.1069293	Phe
1003	463.754974	0h	Olivine	240.2311928	Phe
1003	364.951874	0h	Olivine	232.0654925	Phe
1003	309.171814	0h	Olivine	207.4780514	Phe
1003	262.995483	0h	Olivine	175.8782606	Phe
1003	1502.687622	0h	Olivine	699.351598	Phe
1003	1129.777588	0h	Olivine	525.7992013	Phe
1003	972.694824	0h	Olivine	452.6928095	Phe
1003	877.279846	0h	Olivine	408.2865368	Phe
1003	1398.850342	0h	Olivine	670.9932557	Phe
1003	1438.684448	0h	Olivine	693.4853411	Phe
1003	1296.908447	0h	Olivine	625.9140306	Phe
1003	1312.852783	0h	Olivine	641.5736409	Phe
1003	509.177948	0h	Olivine	261.5165528	Phe
1003	339.364105	0h	Olivine	174.2994069	Phe
1003	277.79068	0h	Olivine	142.6748388	Phe
1003	242.087723	0h	Olivine	124.3377031	Phe
1003	119.6254272	72h	MGS-1	66.917682	Phe
1003	101.710144	72h	MGS-1	56.89607904	Phe
1003	94.51781	72h	MGS-1	52.87260893	Phe
1003	89.6367492	72h	MGS-1	50.14234204	Phe
1003	7.8013428	72h	MGS-1	20.88141909	Phe
1003	6.340393	72h	MGS-1	16.97112069	Phe
1003	5.7019494	72h	MGS-1	15.26221967	Phe
1003	5.2794934	72h	MGS-1	14.13159569	Phe
1003	29.9840606	72h	MGS-1	20.00989589	Phe
1003	25.0013978	72h	MGS-1	16.68470924	Phe
1003	22.9171722	72h	MGS-1	15.29377575	Phe
1003	21.4454986	72h	MGS-1	14.31168653	Phe
1003	24.0485718	72h	MGS-1	14.43395847	Phe
1003	19.5025604	72h	MGS-1	11.70541402	Phe
1003	17.4558212	72h	MGS-1	10.47693951	Phe
1003	16.282338	72h	MGS-1	9.772667964	Phe
1003	12.5929122	72h	MGS-1	7.332538764	Phe
1003	11.9671258	72h	MGS-1	6.968125109	Phe
1003	11.116677	72h	MGS-1	6.472991873	Phe
1003	10.5330764	72h	MGS-1	6.133164236	Phe
1003	24.4280716	72h	MGS-1	12.63233195	Phe
1003	22.9446564	72h	MGS-1	17.51453324	Phe
1003	25.8719696	72h	MGS-1	22.72587807	Phe
1003	27.0950074	72h	MGS-1	26.28414262	Phe
1003	16.580124	72h	MGS-1	12.05028269	Phe
1003	14.8480438	72h	MGS-1	10.79147111	Phe
1003	13.953418	72h	MGS-1	10.14127804	Phe
1003	13.3867752	72h	MGS-1	9.729415018	Phe
1003	17.4185822	72h	MGS-1	15.2775056	Phe
1003	14.7573838	72h	MGS-1	12.94342356	Phe
1003	13.5321716	72h	MGS-1	11.86881722	Phe
1003	12.6963898	72h	MGS-1	11.13578038	Phe
1003	15.9911636	72h	MGS-1	21.22003078	Phe
1003	40.26138	72h	MGS-1	21.28364215	Phe
1003	46.6195008	72h	MGS-1	22.78592178	Phe
1003	50.66456	72h	MGS-1	22.70938462	Phe
1003	197.6568482	72h	MGS-1	103.9609058	Phe
1003	159.607788	72h	MGS-1	83.94824067	Phe
1003	148.9733764	72h	MGS-1	78.35501431	Phe
1003	138.8599854	72h	MGS-1	73.03571458	Phe
1003	305.19104	0h	MGS-1	141.5082353	Phe
1003	272.284424	0h	MGS-1	126.2504053	Phe
1003	244.436096	0h	MGS-1	113.3379881	Phe
1003	239.64682	0h	MGS-1	111.1172815	Phe
1003	289.963776	0h	MGS-1	144.9057476	Phe
1003	234.755844	0h	MGS-1	117.3162408	Phe
1003	211.233292	0h	MGS-1	105.5611059	Phe
1003	197.659622	0h	MGS-1	98.77787173	Phe
1003	297.037079	0h	MGS-1	157.0100899	Phe
1003	247.938171	0h	MGS-1	131.0570525	Phe
1003	233.186646	0h	MGS-1	123.2595435	Phe
1003	224.223984	0h	MGS-1	118.522024	Phe
1003	228.685654	0h	MGS-1	129.1138441	Phe
1003	187.962555	0h	MGS-1	106.1219749	Phe
1003	171.552216	0h	MGS-1	96.85681891	Phe
1003	159.034592	0h	MGS-1	89.78946591	Phe
1003	236.313354	0h	MGS-1	136.0547559	Phe
1003	189.690399	0h	MGS-1	109.2121426	Phe
1003	168.343781	0h	MGS-1	96.92207227	Phe
1003	156.7715	0h	MGS-1	90.25946764	Phe
1003	233.843979	0h	MGS-1	139.4118718	Phe
1003	226.072372	0h	MGS-1	134.7785882	Phe
1003	228.614731	0h	MGS-1	136.2942396	Phe
1003	228.507904	0h	MGS-1	136.2305822	Phe
1003	247.867233	0h	MGS-1	133.3392201	Phe
1003	223.6577	0h	MGS-1	120.3157124	Phe
1003	218.801163	0h	MGS-1	117.7032338	Phe
1003	228.376724	0h	MGS-1	122.8543683	Phe
1003	232.83136	0h	MGS-1	101.1101785	Phe
1003	209.254486	0h	MGS-1	90.87160364	Phe
1003	192.40329	0h	MGS-1	83.55377282	Phe
1003	181.699631	0h	MGS-1	78.90549427	Phe
1003	155.277512	0h	MGS-1	138.2301795	Phe
1003	137.13446	0h	MGS-1	118.7922445	Phe
1003	133.224258	0h	MGS-1	114.8024388	Phe
1003	164.571075	0h	MGS-1	146.2232841	Phe
1003	107.473679	0h	MGS-1	56.52368945	Phe
1003	62.554607	0h	MGS-1	39.75566118	Phe
1003	54.673611	0h	MGS-1	42.02747664	Phe
1003	54.586338	0h	MGS-1	47.08584373	Phe
1003	20.584993	72h	MMS-2	14.9898755	Phe
1003	5.8294521	72h	MMS-2	5.841531855	Phe
1003	4.95891	72h	MMS-2	5.882516327	Phe
1003	4.6506222	72h	MMS-2	5.878909955	Phe
1003	-22.919841	72h	MMS-2	31.55407746	Phe
1003	40.3797455	72h	MMS-2	59.0638278	Phe
1003	13.7458435	72h	MMS-2	23.94485897	Phe
1003	19.4488846	72h	MMS-2	26.79257774	Phe
1003	-0.3170174	72h	MMS-2	7.6120747	Phe
1003	1.0384994	72h	MMS-2	3.505052	Phe
1003	5.1095661	72h	MMS-2	5.057454773	Phe
1003	6.2451859	72h	MMS-2	5.074300845	Phe
1003	-8.8123779	72h	MMS-2	24.52728187	Phe
1003	23.6680893	72h	MMS-2	30.29490302	Phe
1003	29.6927582	72h	MMS-2	24.07099757	Phe
1003	46.6272491	72h	MMS-2	33.84333127	Phe
1003	16.447963	72h	MMS-2	6.955672518	Phe
1003	14.7820374	72h	MMS-2	6.251165782	Phe
1003	13.7422852	72h	MMS-2	5.811488936	Phe
1003	13.3149765	72h	MMS-2	5.630779618	Phe
1003	16.9580811	72h	MMS-2	10.24436967	Phe
1003	5.9739464	72h	MMS-2	7.191708764	Phe
1003	5.2694885	72h	MMS-2	7.621877409	Phe
1003	4.797876	72h	MMS-2	8.153316445	Phe
1003	51.4042175	72h	MMS-2	14.18394414	Phe
1003	15.3997238	72h	MMS-2	11.38697258	Phe
1003	0.6855127	72h	MMS-2	4.920623491	Phe
1003	-3.6392273	72h	MMS-2	5.302932218	Phe
1003	-2.4017567	72h	MMS-2	1.323743982	Phe
1003	-2.0328999	72h	MMS-2	1.120413991	Phe
1003	-1.8316933	72h	MMS-2	1.009551	Phe
1003	-1.665818	72h	MMS-2	0.918055127	Phe
1003	18.5101212	72h	MMS-2	13.58154284	Phe
1003	16.423349	72h	MMS-2	12.05041138	Phe
1003	15.6214417	72h	MMS-2	11.46207507	Phe
1003	15.4161118	72h	MMS-2	11.31147536	Phe
1003	-3.6367672	72h	MMS-2	-0.0411888	Phe
1003	-2.714699	72h	MMS-2	3.160177155	Phe
1003	-1.3187454	72h	MMS-2	5.788250764	Phe
1003	-1.1638722	72h	MMS-2	5.935696082	Phe
1003	26.113968	0h	MMS-2	22.48405109	Phe
1003	20.55158	0h	MMS-2	16.63062118	Phe
1003	16.590948	0h	MMS-2	12.84059273	Phe
1003	14.18848	0h	MMS-2	10.64348291	Phe
1003	12.367655	0h	MMS-2	19.26181318	Phe
1003	10.939148	0h	MMS-2	17.03688673	Phe
1003	10.588082	0h	MMS-2	16.49045455	Phe
1003	10.506479	0h	MMS-2	16.36326155	Phe
1003	274.220978	0h	MMS-2	136.663981	Phe
1003	264.844696	0h	MMS-2	131.9909918	Phe
1003	256.264343	0h	MMS-2	127.7147988	Phe
1003	253.440048	0h	MMS-2	126.3073314	Phe
1003	45.458004	0h	MMS-2	25.29484918	Phe
1003	36.374054	0h	MMS-2	20.24013645	Phe
1003	31.682541	0h	MMS-2	17.62957709	Phe
1003	29.943621	0h	MMS-2	16.66199291	Phe
1003	96.125916	0h	MMS-2	31.391327	Phe
1003	82.432571	0h	MMS-2	26.91966164	Phe
1003	82.051476	0h	MMS-2	26.79515773	Phe
1003	83.811043	0h	MMS-2	27.36975764	Phe
1003	21.13726	0h	MMS-2	18.82518309	Phe
1003	17.434095	0h	MMS-2	15.52707136	Phe
1003	16.123156	0h	MMS-2	14.35953227	Phe
1003	15.190003	0h	MMS-2	13.52844582	Phe
1003	103.32682	0h	MMS-2	69.04781455	Phe
1003	120.098381	0h	MMS-2	80.25551573	Phe
1003	107.435043	0h	MMS-2	71.79331845	Phe
1003	102.6763	0h	MMS-2	68.61314473	Phe
1003	48.316254	0h	MMS-2	21.82702355	Phe
1003	42.455597	0h	MMS-2	19.17946418	Phe
1003	40.545326	0h	MMS-2	18.31649145	Phe
1003	40.932129	0h	MMS-2	18.49123136	Phe
1003	263.211273	0h	MMS-2	153.4269978	Phe
1003	31.990162	0h	MMS-2	121.7931175	Phe
1003	54.973785	0h	MMS-2	104.7773207	Phe
1003	-71.326218	0h	MMS-2	49.48033473	Phe
1003	55.842415	0h	MMS-2	14.27199818	Phe
1003	44.144909	0h	MMS-2	11.28239864	Phe
1003	43.8918	0h	MMS-2	11.21769918	Phe
1003	44.850426	0h	MMS-2	11.46268364	Phe
1003	28.092871	72h	PRT	10.04274804	Phe
1003	14.6732834	72h	PRT	7.914358564	Phe
1003	7.1213364	72h	PRT	6.912909818	Phe
1003	4.5556626	72h	PRT	7.439034818	Phe
1003	10.3081794	72h	PRT	22.511	Phe
1003	14.0328568	72h	PRT	11.08327284	Phe
1003	15.5003692	72h	PRT	6.841647764	Phe
1003	18.0555892	72h	PRT	6.0787024	Phe
1003	177.5776	72h	PRT	83.42188344	Phe
1003	179.1842408	72h	PRT	89.01702367	Phe
1003	170.345337	72h	PRT	84.71075267	Phe
1003	160.4365844	72h	PRT	80.18465369	Phe
1003	23.7183532	72h	PRT	16.29404993	Phe
1003	8.0206788	72h	PRT	10.05518007	Phe
1003	4.2109706	72h	PRT	10.59313065	Phe
1003	4.397195	72h	PRT	13.86591565	Phe
1003	32.0952424	72h	PRT	11.38849645	Phe
1003	26.324762	72h	PRT	9.340921873	Phe
1003	23.7784424	72h	PRT	8.437398509	Phe
1003	24.0934128	72h	PRT	8.549086382	Phe
1003	15.5245544	72h	PRT	-7.047946582	Phe
1003	-16.5728546	72h	PRT	9.660714745	Phe
1003	-24.0022552	72h	PRT	13.24052735	Phe
1003	-24.0602508	72h	PRT	21.2524614	Phe
1003	20.0838746	72h	PRT	18.27428104	Phe
1003	27.9577056	72h	PRT	23.28156931	Phe
1003	32.5612244	72h	PRT	27.14116067	Phe
1003	36.6791382	72h	PRT	30.43398155	Phe
1003	5.2528018	72h	PRT	18.29589971	Phe
1003	-9.4236588	72h	PRT	7.810261709	Phe
1003	-12.0482316	72h	PRT	6.701600345	Phe
1003	-11.9573266	72h	PRT	7.010149036	Phe
1003	24.0637436	72h	PRT	39.09045176	Phe
1003	0.3665376	72h	PRT	18.82861029	Phe
1003	1.3738244	72h	PRT	22.15642445	Phe
1003	6.3596028	72h	PRT	28.27782095	Phe
1003	-21.0871552	72h	PRT	8.938507527	Phe
1003	-18.596283	72h	PRT	7.882608673	Phe
1003	-17.3439392	72h	PRT	7.351837109	Phe
1003	-16.0732772	72h	PRT	6.813329145	Phe
1003	137.727509	0h	PRT	88.55973909	Phe
1003	182.186768	0h	PRT	72.09389773	Phe
1003	186.341568	0h	PRT	66.25258418	Phe
1003	185.250854	0h	PRT	62.91613145	Phe
1003	129.800262	0h	PRT	59.86752382	Phe
1003	111.671631	0h	PRT	51.50619	Phe
1003	101.860428	0h	PRT	46.98079309	Phe
1003	92.888191	0h	PRT	42.84260582	Phe
1003	140.272888	0h	PRT	43.49938755	Phe
1003	130.585419	0h	PRT	40.49534136	Phe
1003	127.297188	0h	PRT	39.47560664	Phe
1003	124.958939	0h	PRT	38.750408	Phe
1003	221.319031	0h	PRT	113.9433727	Phe
1003	181.368271	0h	PRT	93.37496118	Phe
1003	164.675552	0h	PRT	84.78112891	Phe
1003	155.112595	0h	PRT	79.85790918	Phe
1003	25.957956	0h	PRT	26.72259109	Phe
1003	43.841015	0h	PRT	44.16474336	Phe
1003	63.411648	0h	PRT	63.47654691	Phe
1003	62.223911	0h	PRT	62.25559591	Phe
1003	15.557661	0h	PRT	19.50061945	Phe
1003	11.659702	0h	PRT	14.61474473	Phe
1003	10.810219	0h	PRT	13.54996227	Phe
1003	10.227833	0h	PRT	12.82005009	Phe
1003	96.890297	0h	PRT	78.22710182	Phe
1003	110.759468	0h	PRT	56.77251109	Phe
1003	109.692589	0h	PRT	50.24229645	Phe
1003	115.637802	0h	PRT	51.49055818	Phe
1003	159.212006	0h	PRT	99.37074873	Phe
1003	160.595322	0h	PRT	88.04477309	Phe
1003	164.886414	0h	PRT	88.15003182	Phe
1003	170.76593	0h	PRT	90.17118764	Phe
1003	67.534836	0h	PRT	89.90233973	Phe
1003	58.26535	0h	PRT	77.56271	Phe
1003	54.227837	0h	PRT	72.18840536	Phe
1003	52.478142	0h	PRT	69.85911636	Phe
1003	179.000732	0h	PRT	50.95086727	Phe
1003	146.57193	0h	PRT	41.40840218	Phe
1003	159.832047	0h	PRT	65.49918155	Phe
1003	164.849258	0h	PRT	76.47305018	Phe
